Region,District,License-Number,Facility-Name,Facility-Type,Facility-Address-1,Facility-Address-2,Facility-Address-3,Max-Number-of-Children,Max-Number-of-Infants,Max-Number-of-Preschool-Aged-Children,Max-Number-of-School-Age-Children,Language-of-Service,Operator-Id,Designated-Facility
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2003898,Garderie des P'tits Amis,Full-time Centre,"27 Laboissonniere Avenue, Edmundston",NB,E3V 3S7,51,12,39,0,French,237246,1
Region 1 - Moncton,Anglophone East School District,2004035,Kreative Kids,Full-time Centre,"2041 Mountain Road, Moncton",NB,E1G 1B1,38,0,8,30,English,236766,1
Region 3 - Fredericton,Anglophone West School District,2004149,Under One Sky,Full-time Centre,"7 Leverman Street, Fredericton",NB,E3A 3M1,9,0,9,0,English,236691,1
Region 3 - Fredericton,Anglophone West School District,2004245,A 2 Z Learning & Care Centre,Full-time Centre,"7 Theater Street, Minto",NB,E4B 3M9,36,0,24,12,English,243568,1
Region 3 - Fredericton,Anglophone West School District,2004306,Mrs. Sylvia's Early Learning Home,Home,"34 McMurtrie Avenue, New Maryland",NB,E3C 1G7,9,0,5,9,English,237247,0
Region 2 - Saint John,Anglophone South School District,2004450,LISA'S PLAYHOUSE,Full-time Centre,"14 Ballymaginthy Way, Roachville",NB,E4G 2X1,60,6,54,9,English,236632,1
Region 1 - Moncton,Anglophone East School District,2004542,Bell Air Day Care,Home,"29 Larsen Lane, Salisbury",NB,E4J 3L2,6,1,4,1,English,237325,1
Region 1 - Moncton,District scolaire francophone Sud,2004639,La garderie je joue et j'apprends,Full-time Centre,"172 Main Street, Shediac",NB,E4P 2C9,57,0,27,30,French,149347,1
Region 1 - Moncton,District scolaire francophone Sud,2004698,Les ami(e)s à Nanette,Home,"5337 134 Route, Cocagne",NB,E4R 2Z1,6,1,4,1,French,237419,1
Region 4 - Bathurst,Anglophone North School District,2005220,Garderie Happy Little Faces Daycare Inc.,Full-time Centre,"1119 Principale Rue, Beresford",NB,E8K 1E4,30,9,21,0,English,236682,1
Region 3 - Fredericton,Anglophone West School District,2005262,New Maryland Children's Centre,Full-time Centre,"328 New Maryland Highway, New Maryland",NB,E3C 2H4,60,0,59,10,English,236739,1
Region 3 - Fredericton,Anglophone West School District,2005561,Liddle Skiddle's Club,Full-time Centre,"116 Connell Park Road, Woodstock",NB,E7M 1M4,15,0,15,0,English,237098,1
Region 1 - Moncton,Anglophone East School District,2005614,Bridge Street Children's Academy,Full-time Centre,"146 Bridge Street, Sackville",NB,E4L 3P7,55,18,37,0,English,236718,1
Region 2 - Saint John,Anglophone South School District,2005624,GRAND BAY TINY TREASURES LEARNING CENTRE,Full-time Centre,"77 Woolastook Drive, Grand Bay-Westfield",NB,E5K 1S3,34,0,34,0,English,236826,1
Region 3 - Fredericton,Anglophone West School District,2005628,Fit Kids,Part-time Centre,"688 Prospect Street, Fredericton",NB,E3B 6G9,60,0,0,60,English,236899,0
Region 2 - Saint John,Anglophone South School District,2005645,ST. JOSEPH'S COMMUNITY  PRESCHOOL AND AFTERSCHOOL PROGRAM,Part-time Centre,"4347 Loch Lomond Road, Saint John",NB,E2N 1C8,60,0,18,42,English,237031,1
Region 3 - Fredericton,Anglophone West School District,2005777,Montgomery Street Afterschool,Part-time Centre,"860 Grandame Street, Fredericton",NB,E3B 3Z8,38,0,0,38,English,96210,0
Region 3 - Fredericton,Anglophone West School District,2005855,Ready For School FRFRC,Full-time Centre,"60 Veterans Drive, Fredericton",NB,E3A 4C3,46,0,46,18,English,236639,1
Region 1 - Moncton,District scolaire francophone Sud,2005966,Service de garde Chez Tiago Childcare Services,Full-time Centre,"47 Drummond Street, Moncton",NB,E1A 2Z3,45,8,25,12,French,236616,1
Region 1 - Moncton,District scolaire francophone Sud,2006009,La p'tite garderie de Ste. Anne,Full-time Centre,"7554 134 Route, Sainte-Anne-de-Kent",NB,E4S 1H2,28,3,25,0,French,237328,1
Region 1 - Moncton,District scolaire francophone Sud,2006018,Halte de la Passerelle,Part-time Centre,"432 Centrale Rue, Memramcook",NB,E4K 3S5,45,0,0,45,French,237329,0
Region 1 - Moncton,Anglophone East School District,2006036,Country Kids Preschool,Full-time Centre,"142 Hillsborough Road, Riverview",NB,E1B 1R6,58,13,32,13,English,236910,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2006136,Halte scolaire La Girouette,Part-time Centre,"3953 Des Fondateurs Boulevard, Saint-Isidore",NB,E8M 1C1,30,0,0,30,French,236982,0
Region 1 - Moncton,Anglophone East School District,2006392,St. Martin's Day Care and After School Kids Klub,Full-time Centre,"3400 134 Route, Shediac Cape",NB,E4P 3J2,31,0,13,18,English,236636,0
Region 2 - Saint John,Anglophone South School District,2006415,BGCCC AFTER SCHOOL PROGRAM,Part-time Centre,"54 Disher Lane, Dufferin Charlotte Co",NB,E3L 3H7,45,0,0,45,English,246089,0
Region 1 - Moncton,District scolaire francophone Sud,2006540,Le Club Anna Malenfant 2,Part-time Centre,"500 Centrale Rue, Dieppe",NB,E1A 6V7,30,0,0,30,French,237049,0
Region 1 - Moncton,District scolaire francophone Sud,2006542,La garderie des Petits Pêcheurs 2,Full-time Centre,"36 Brun Rue, Cap-Pelé",NB,E4N 1N4,41,12,29,0,French,236998,1
Region 1 - Moncton,Anglophone East School District,2006855,Bridge Street After School Academy,Full-time Centre,"148 Bridge Street, Sackville",NB,E4L 3P7,45,0,45,0,English,236718,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2006862,Garderie Le p'tit monde des enfants,Full-time Centre,"695 Principale Rue, Clair",NB,E7A 2H3,25,6,13,9,French,237427,1
Region 1 - Moncton,Anglophone East School District,2006893,Kingswood Academy 2,Part-time Centre,"1535 Ryan Street, Moncton",NB,E1G 2V4,60,0,10,60,English,237320,1
Region 3 - Fredericton,Anglophone West School District,2007005,Eastwood Play and Learn,Home,"111 Eastwood Drive, Woodstock",NB,E7M 1P5,6,2,3,1,English,237059,1
Region 1 - Moncton,District scolaire francophone Sud,2007047,Garderies les petits sourires,Home,"3060 132 Route, Scoudouc",NB,E4P 3S4,6,2,3,1,French,236719,1
Region 1 - Moncton,District scolaire francophone Sud,2007100,Garderie Anne-Marie 2,Full-time Centre,"4572 Principale Rue, Saint-Antoine",NB,E4V 1R4,60,9,36,15,French,144093,1
Region 2 - Saint John,Anglophone South School District,2007101,BGCCC EARLY LEARNING CENTRE,Full-time Centre,"54 Disher Lane, Dufferin Charlotte Co",NB,E3L 3H7,54,15,39,0,English,246089,1
Region 4 - Bathurst,Anglophone North School District,2007104,Kindertots After School Program,Part-time Centre,"24 Nordin Lane, Miramichi",NB,E1V 5N2,45,0,0,45,English,96082,0
Region 2 - Saint John,Anglophone South School District,2007121,YMCA - MCC - ASP,Part-time Centre,"99 Daniel Avenue, Saint John",NB,E2K 4P3,60,0,0,60,English,202715,0
Region 1 - Moncton,Anglophone East School District,2007277,JD Tae Kwon Do,Part-time Centre,"445 Elmwood Drive, Moncton",NB,E1A 2X2,60,0,0,60,English,237157,0
Region 3 - Fredericton,Anglophone West School District,2007294,The Preschool Centre on Main St 1,Full-time Centre,"115 Main Street, Fredericton",NB,E3A 1C6,25,25,0,0,English,96210,1
Region 3 - Fredericton,Anglophone West School District,2007296,The Preschool Centre on Main St 2,Full-time Centre,"115 Main Street, Fredericton",NB,E3A 1C6,47,0,47,0,English,96210,1
Region 4 - Bathurst,Anglophone North School District,2007333,Building Blocks Early Education Center,Full-time Centre,"34 King Street, Campbellton",NB,E3N 1C6,22,0,14,8,English,236662,1
Region 1 - Moncton,District scolaire francophone Sud,2007506,Garderie La Floraison,Full-time Centre,"1-140 Botsford Street, Moncton",NB,E1C 4X5,60,8,52,0,French,246934,1
Region 1 - Moncton,Anglophone East School District,2007561,Hands On Learning Center Riverview,Part-time Centre,"330 Pine Glen Road, Riverview",NB,E1B 1V6,49,0,0,49,English,236628,0
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2007695,Garderie des P'tits Amis 1,Full-time Centre,"27 Laboissonniere Avenue, Edmundston",NB,E3V 3S7,44,12,8,24,French,237246,1
Region 3 - Fredericton,Anglophone West School District,2007750,New Maryland Kidz Klub,Part-time Centre,"525 New Maryland Highway, New Maryland",NB,E3C 1K1,60,0,0,60,English,236739,0
Region 1 - Moncton,Anglophone East School District,2007762,Little Treasures Future Leaders,Full-time Centre,"15 Everett Street, Moncton",NB,E1C 3Z6,31,12,19,0,English,28532,1
Region 1 - Moncton,District scolaire francophone Sud,2007892,Service de garde du Phare familial,Full-time Centre,"46 Upton Rue, Moncton",NB,E1E 3Z1,50,0,20,30,French,237032,1
Region 1 - Moncton,District scolaire francophone Sud,2007944,Safari Social,Full-time Centre,"55 Englehart Rue, Dieppe",NB,E1A 8K2,46,0,46,0,French,237061,1
Region 3 - Fredericton,Anglophone West School District,2008191,Sunny Day's and Nights Children's Center,Full-time Centre,"520 Brookside Drive, Fredericton",NB,E3A 8V2,30,15,15,0,English,236655,1
Region 1 - Moncton,Anglophone North School District,2008237,Elsipogtog Day Care,Full-time Centre,"208 MAIN Street, Elsipogtog First Nation",NB,E4W 2X9,25,0,10,15,English,236961,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2008306,Garderie La Villa des Amis Ltée,Full-time Centre,"6830 11 Route, Tracadie Beach",NB,E1X 4P4,56,0,36,20,French,236900,1
Region 2 - Saint John,Anglophone South School District,2008332,SANDBOX MEMORIES CHILDCARE,Home,"110 Doncaster Drive, Quispamsis",NB,E2E 1R2,6,1,3,2,English,237502,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2008425,À petit pas dans mon école,Full-time Centre,"1341 Robertville Chemin, Robertville",NB,E8K 2V9,56,9,47,0,French,236693,1
Region 4 - Bathurst,Anglophone North School District,2008427,Kindertots After School Too,Full-time Centre,"12 Howard Street, Miramichi",NB,E1N 0C4,30,0,10,30,English,96082,1
Region 2 - Saint John,Anglophone South School District,2008433,St Paul's After School Program,Part-time Centre,"4 Church Avenue, Rothesay",NB,E2E 5G4,57,0,0,57,English,236803,0
Region 3 - Fredericton,Anglophone West School District,2008438,Step Ahead - Bath Family Learning Center,Full-time Centre,"112 School Street, Bath",NB,E7J 1C4,60,0,30,30,English,236685,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2008453,Halte scolaire Les Abeilles Inc,Part-time Centre,"635 de l'Église Rue, Tracadie-Sheila",NB,E1X 1B1,60,0,0,60,French,236878,0
Region 4 - Bathurst,Anglophone North School District,2008457,Chatham Day Care Center Too,Full-time Centre,"21 Hotel Dieu Street, Miramichi",NB,E1N 0A5,45,9,36,0,English,236870,1
Region 2 - Saint John,Anglophone South School District,2008459,KID ZONE TOO!,Full-time Centre,"15 Sugarmaple Lane, Quispamsis",NB,E2E 4N2,47,0,30,47,English,96058,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2008598,Garderie La Rivière,Full-time Centre,"1050 350 Route, Landry Office",NB,E8P 2K9,19,0,14,5,French,237033,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2008626,Garderie l'Univers des Petits Papillons,Home,"4255 Des Fondateurs Boulevard, Saint-Isidore",NB,E8M 1G7,6,2,3,1,French,237163,1
Region 2 - Saint John,Anglophone South School District,2008692,HAMILTON HOMESTYLE DAYCARE,Full-time Centre,"70 Gault Road, Saint John",NB,E2M 5H2,54,24,30,0,English,236804,1
Region 2 - Saint John,Anglophone South School District,2008986,HALL PLAYTIME LEARNERS PRESCHOOL,Part-time Centre,"82 School Street, Hampton",NB,E5N 6B2,15,0,15,0,English,143107,1
Region 1 - Moncton,Anglophone East School District,2009022,Petitcodiac Boys & Girls Club Afterschool Kids Klub,Part-time Centre,"45 Corey Avenue, Petitcodiac",NB,E4Z 4G3,36,0,0,36,English,114739,0
Region 2 - Saint John,Anglophone South School District,2009104,ORIGINS NLC 104,Full-time Centre,"99 Burpee Avenue, Saint John",NB,E2K 3V9,60,0,60,0,English,236706,1
Region 2 - Saint John,Anglophone South School District,2009156,SHARE A SMILE PRESCHOOL AND AFTERSCHOOL,Home,"105 Mealey Road, Pennfield",NB,E5H 0A9,9,0,5,9,English,236695,1
Region 2 - Saint John,Anglophone South School District,2009184,ORIGINS NLC 184,Full-time Centre,"99 Burpee Avenue, Saint John",NB,E2K 3V9,60,6,54,0,English,236706,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2009206,CPE la Ribambelle en Folie Ltée,Full-time Centre,"11782 144 Route, Saint-Léonard",NB,E7E 2M1,49,9,40,0,French,236875,1
Region 1 - Moncton,Anglophone East School District,2009214,Here We Grow Early Learning & Childcare Center,Full-time Centre,"13 Chad Crescent, Salisbury",NB,E4J 3N4,25,0,25,0,English,236631,1
Region 2 - Saint John,Anglophone South School District,2009253,TOUCHSTONE ACADEMY,Full-time Centre,"68 Hampton Road, Rothesay",NB,E2E 5L5,60,0,30,30,English,236983,0
Region 2 - Saint John,Anglophone South School District,2009261,ISLAND VIEW SCHOOL COMMUNITY CENTRE,Part-time Centre,"496 Ridge Row, Saint John",NB,E2M 4A1,51,0,0,51,English,236657,0
Region 1 - Moncton,Anglophone East School District,2009280,Daley Day Care 2,Full-time Centre,"99 Highlandview Road, Moncton",NB,E1A 2L1,37,0,22,15,English,237141,1
Region 2 - Saint John,Anglophone South School District,2009428,YMCA - South Hub - Child Care,Full-time Centre,"223 St. James Street, Saint John",NB,E2L 1W3,54,9,45,0,English,202715,1
Region 3 - Fredericton,District scolaire francophone Sud,2009459,SERVICE APRES-CLASSE DE LA MAISON DES JEUNES L'ACADO,Part-time Centre,"715 Priestman Street, Fredericton",NB,E3B 5W7,60,0,0,60,French,236756,0
Region 1 - Moncton,District scolaire francophone Sud,2009508,La garderie des Petits Pêcheurs 3,Full-time Centre,"12 Robichaud Chemin, Cap-Pelé",NB,E4N 1Y8,45,0,10,35,French,236998,1
Region 1 - Moncton,Anglophone East School District,2009607,Earthlings Childcare,Full-time Centre,"144 Oak Ridge Drive, Moncton",NB,E1G 0M2,15,0,15,0,English,237335,1
Region 3 - Fredericton,Anglophone West School District,2009631,Sunny Days Crew,Full-time Centre,"520 Brookside Drive, Fredericton",NB,E3A 8V2,36,0,36,0,English,236655,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2009714,Passe-Port 5-12,Part-time Centre,"10 De L'École-Saint-Jacques Avenue, Saint-Jacques",NB,E7B 1E7,60,0,0,60,French,237258,0
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2009717,Halte Garderie École St-Jacques 4,Full-time Centre,"10 De L'École-Saint-Jacques Avenue, Saint-Jacques",NB,E7B 1E7,60,0,25,35,French,237258,1
Region 1 - Moncton,District scolaire francophone Sud,2009804,Causerie Amicale,Full-time Centre,"176 Cormier Cross Chemin, Cocagne",NB,E4R 2J5,52,3,20,30,French,231791,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2009805,Halte scolaire élémentaire Mgr-Lang,Part-time Centre,"1365 Tobique Chemin, Drummond",NB,E3Y 2P4,24,0,0,24,French,236851,0
Region 4 - Bathurst,District scolaire francophone Sud,2009832,Les Flots,Part-time Centre,"300 Beaverbrook Road, Miramichi",NB,E1V 1A1,45,0,20,45,French,236667,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2009905,Halte scolaire de l'École l'Envolée Inc.,Part-time Centre,"135 de l'École Rue, Shippagan",NB,E8S 3H1,25,0,0,25,French,236737,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2009908,Halte Scolaire ESSA Inc.,Part-time Centre,"65 De L'École Rue, Lamèque",NB,E8T 1B7,60,0,22,60,French,237037,1
Region 2 - Saint John,Anglophone South School District,2009994,THE APOHAQUI VILLAGE CLUBHOUSE AFTER SCHOOL PROGRAM,Part-time Centre,"23 Foster Avenue, Apohaqui",NB,E5P 3M9,30,0,0,30,English,236632,0
Region 1 - Moncton,District scolaire francophone Sud,2010018,La Boussole I,Full-time Centre,"45 Morgan Rue, Richibucto",NB,E4W 4E8,20,0,20,20,French,172787,1
Region 3 - Fredericton,Anglophone West School District,2010019,Go-Go After School Park Street,Part-time Centre,"111 Park Street, Fredericton",NB,E3A 2J6,45,0,0,45,English,237166,0
Region 2 - Saint John,Anglophone South School District,2010072,SEEDS AFTER SCHOOL CENTRE,Part-time Centre,"776 Main Street, Hampton",NB,E5N 6E1,55,0,0,55,English,129659,0
Region 1 - Moncton,District scolaire francophone Sud,2010080,Roche Papier Ciseaux,Full-time Centre,"85 Bonaccord Street, Moncton",NB,E1C 5K8,54,18,36,0,French,236917,1
Region 3 - Fredericton,Anglophone West School District,2010207,Start Smart Family Learning Centre,Full-time Centre,"20 617 Route, Burtts Corner",NB,E6L 2X3,50,0,20,30,English,236696,1
Region 4 - Bathurst,Anglophone North School District,2010252,Letourneau's Early Learning Centre,Home,"31 Prince William Street, Campbellton",NB,E3N 1X5,6,2,3,1,English,237058,1
Region 1 - Moncton,District scolaire francophone Sud,2010270,Garderie des P'tits Mollusques,Full-time Centre,"78 Mclaughlin Rue, Bouctouche",NB,E4S 3R2,42,6,36,0,French,235183,1
Region 1 - Moncton,District scolaire francophone Sud,2010280,Garderie Mon Doudou - Jeux de Lettres,Full-time Centre,"2175 Mountain Road, Moncton",NB,E1G 1B5,30,0,15,15,French,236938,1
Region 2 - Saint John,Anglophone South School District,2010297,SPROUTS EARLY EDUCATION CENTRE,Full-time Centre,"26 Gorham Road, Quispamsis",NB,E2E 4V8,15,0,15,5,English,236825,1
Region 1 - Moncton,Anglophone East School District,2010406,Country Kids Learning Center,Full-time Centre,"142 Hillsborough Road, Riverview",NB,E1B 1R6,42,0,28,14,English,236910,1
Region 1 - Moncton,District scolaire francophone Sud,2010435,Club Ste-Thérèse 2,Part-time Centre,"500 Notre-Dame Rue, Dieppe",NB,E1A 5C2,30,0,0,30,French,237049,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2010522,Les amis à Julie,Home,"2567 Sainte-Anne Road, Sainte-Anne Gloucester Co",NB,E2A 6Z5,6,1,4,1,French,237169,1
Region 1 - Moncton,Anglophone East School District,2010660,Little Steps Child Care,Full-time Centre,"85 Renfrew Street, Petitcodiac",NB,E4Z 4S6,29,3,15,13,English,237535,1
Region 1 - Moncton,Anglophone North School District,2010759,Elsipogtog Headstart,Full-time Centre,"361 Big Cove Road, Elsipogtog First Nation",NB,E4W 2S3,35,0,35,0,English,236961,0
Region 1 - Moncton,Anglophone East School District,2010870,Love and Learn Child Care Center,Full-time Centre,"85 Old Coach Road, Riverview",NB,E1B 1N9,60,0,23,37,English,236720,1
Region 1 - Moncton,Anglophone East School District,2011006,Hands On Learning Academy,Full-time Centre,"120 Trites Road, Riverview",NB,E1B 2V7,44,7,37,0,English,236628,1
Region 1 - Moncton,District scolaire francophone Sud,2011027,Garderie ABC Trois,Full-time Centre,"210 Mill Road, Moncton",NB,E1A 4B1,32,0,32,12,French,237345,1
Region 1 - Moncton,Anglophone East School District,2011068,I-Play Athletics,Part-time Centre,"77 Hildegard Drive, Moncton",NB,E1G 0Z6,60,0,0,60,English,237003,0
Region 4 - Bathurst,District scolaire francophone Sud,2011072,Garderie Coopérative de Rogersville,Part-time Centre,"50 De L'École Rue, Rogersville",NB,E4Y 1V7,49,0,0,49,French,236619,0
Region 2 - Saint John,Anglophone South School District,2011078,HAMILTON HOMESTYLE CLUBHOUSE,Full-time Centre,"70 Gault Road, Saint John",NB,E2M 5H2,24,0,24,14,English,236804,1
Region 3 - Fredericton,Anglophone West School District,2011083,Katie Bee's Children's Center,Full-time Centre,"18 616 Route, Keswick Ridge",NB,E6L 1R6,35,4,31,0,English,236748,1
Region 3 - Fredericton,Anglophone West School District,2011099,The Gagetown Eagle's Nest,Part-time Centre,"6 Loomcroft Lane, Gagetown",NB,E5M 1H2,15,0,0,15,English,157316,0
Region 3 - Fredericton,Anglophone West School District,2011101,Tiny Bubbles Early Learning Center of Excellence,Full-time Centre,"1290 Hanwell Road, Fredericton",NB,E3C 1A7,60,9,51,0,English,169846,1
Region 3 - Fredericton,Anglophone West School District,2011154,Birchwood Preschool,Home,"23 Lloyd Street, Hanwell",NB,E3C 1M4,6,2,3,1,English,237177,1
Region 3 - Fredericton,Anglophone West School District,2011275,Future Footprints Family Centre,Full-time Centre,"9 School Street, Perth-Andover",NB,E7H 4T4,60,0,30,30,English,236805,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011320,Garderie Les P'tites Tornades,Home,"64 Arlequin Rue, Sainte-Marie-Saint-Raphaël",NB,E8T 1N4,6,2,3,1,French,237265,1
Region 1 - Moncton,District scolaire francophone Sud,2011331,La p'tite garderie d'en haut,Part-time Centre,"7554 134 Route, Sainte-Anne-de-Kent",NB,E4S 1H2,28,0,0,28,French,237328,0
Region 3 - Fredericton,Anglophone West School District,2011403,Little Geniuses Day Care Centre,Full-time Centre,"41 Royal Parkway, Fredericton",NB,E3G 0J9,59,3,56,15,English,236731,1
Region 2 - Saint John,Anglophone South School District,2011644,BRIGHT HORIZONS,Full-time Centre,"914 Dever Road, Saint John",NB,E2M 4J3,20,6,14,0,English,236857,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011763,Club Des Amis Halte Scolaire,Full-time Centre,"980 Vanier Boulevard, Bathurst",NB,E2A 3N2,12,0,12,0,French,236774,1
Region 4 - Bathurst,Anglophone North School District,2011764,Club Des Amis 2,Part-time Centre,"1125 Highland Avenue, Bathurst",NB,E2A 4P7,60,0,0,60,English,236774,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011765,Club Des Amis 3,Part-time Centre,"840 Grandview Street, Bathurst",NB,E2A 3R7,27,0,0,27,French,236774,0
Region 4 - Bathurst,Anglophone North School District,2011766,Club Des Amis 4,Full-time Centre,"1410 Miramichi Avenue, Bathurst",NB,E2A 1Y2,60,6,54,15,English,236774,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011768,Club Des Amis 5,Part-time Centre,"1255 Rough Waters Drive, Bathurst",NB,E2A 1Z2,60,0,0,60,French,236774,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011772,Club Des Amis 6,Full-time Centre,"980 Vanier Boulevard, Bathurst",NB,E2A 3N2,53,0,23,30,French,236774,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011773,Club Des Amis 7,Full-time Centre,"980 Vanier Boulevard, Bathurst",NB,E2A 3N2,53,18,35,0,French,236774,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2011794,Garderie les Zamibulles Inc.,Full-time Centre,"629 Victoria Rue, Edmundston",NB,E3V 3M8,60,15,45,0,French,231797,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2011795,Garderie chez Tetelle,Full-time Centre,"151 Haut-Lamèque Chemin, Haut-Lamèque",NB,E8T 3M8,20,0,16,4,French,237148,1
Region 3 - Fredericton,Anglophone West School District,2011917,Serious Fun Childcare,Full-time Centre,"98 New Maryland Highway, New Maryland",NB,E3C 1H6,54,0,26,28,English,236903,1
Region 3 - Fredericton,Anglophone West School District,2011919,Shooting Stars Daycare,Full-time Centre,"281 Restigouche Road, Oromocto",NB,E2V 2H2,53,0,28,25,English,236893,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2011947,Garderie l'Arc-en-ciel d'amis,Home,"52 46 Ième Avenue, Edmundston",NB,E3V 3B5,6,2,3,1,French,237542,1
Region 1 - Moncton,Anglophone North School District,2012083,Little Miracles Day Care/La garderie des petits miracles,Home,"11 Fleur-De-Lis Rue, Richibucto",NB,E4W 3Z7,6,2,2,2,English,237022,0
Region 2 - Saint John,Anglophone South School District,2012115,FAMILY TIES PLAYCARE CENTRE,Full-time Centre,"166 Tower Street, Saint John",NB,E2M 1Z2,60,9,51,0,English,236919,1
Region 2 - Saint John,Anglophone South School District,2012117,FAMILY TIES AFTER SCHOOL PROGRAM,Part-time Centre,"166 Tower Street, Saint John",NB,E2M 1Z2,49,0,0,49,English,236919,0
Region 1 - Moncton,Anglophone East School District,2012184,bgc Dieppe,Part-time Centre,"76 Emmanuel Rue, Dieppe",NB,E1A 2J5,60,0,0,60,Bilingual,28794,0
Region 1 - Moncton,District scolaire francophone Sud,2012206,Garderie chez Lise,Part-time Centre,"23 Murielle Croissant, Dieppe",NB,E1A 7R3,15,0,0,15,French,237066,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2012208,Halte Scolaire Le Tremplin,Part-time Centre,"520 De L'Église Rue, Tracadie-Sheila",NB,E1X 1B1,60,0,0,60,French,96844,0
Region 3 - Fredericton,Anglophone West School District,2012229,Amanda's House,Home,"150 Jessica Street, Richibucto Road",NB,E3A 6S5,6,2,3,1,English,237110,1
Region 1 - Moncton,District scolaire francophone Sud,2012240,Garderie La Cartine Daycare,Full-time Centre,"1766 Amirault Rue, Dieppe",NB,E1A 7K2,54,18,0,36,French,198229,1
Region 1 - Moncton,District scolaire francophone Sud,2012241,Garderie La Cartine Daycare 2,Full-time Centre,"1766 Amirault Rue, Dieppe",NB,E1A 7K2,57,0,45,12,French,198229,1
Region 3 - Fredericton,Anglophone West School District,2012260,Go-Go After School UNB Main,Part-time Centre,"2 Peter Kelly Drive, Fredericton",NB,E3B 5A3,56,0,0,56,English,237166,0
Region 2 - Saint John,Anglophone South School District,2012275,GO-GO AFTER SCHOOL FAIRVALE ELEMENTARY,Part-time Centre,"11 School Avenue, Rothesay",NB,E2E 1Z9,60,0,0,60,English,237166,0
Region 2 - Saint John,Anglophone South School District,2012276,GO-GO  AFTER SCHOOL ISLAND VIEW SCHOOL,Part-time Centre,"496 Ridge Row, Saint John",NB,E2M 4A1,44,0,0,44,English,237166,0
Region 2 - Saint John,Anglophone South School District,2012316,LITTLE HARVARD EARLY LEARNING CENTRE,Full-time Centre,"531 Dunn Avenue, Saint John",NB,E2M 2W6,45,6,39,0,English,236686,1
Region 4 - Bathurst,Anglophone North School District,2012348,Stacey's Play and Learn Preschool,Home,"127 Douglasfield Road, Miramichi",NB,E1N 4S2,9,1,2,3,English,237181,0
Region 1 - Moncton,Anglophone East School District,2012365,SportsDome Academy,Part-time Centre,"125 Russ Howard Drive, Moncton",NB,E1C 0L7,60,0,0,60,English,236743,0
Region 3 - Fredericton,Anglophone West School District,2012414,Centreville Preschool,Full-time Centre,"751 Central Street, Centreville",NB,E7K 2M6,20,0,20,10,English,236869,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2012465,Garderie Chez Steph,Home,"267 Paquet Rue, Caraquet",NB,E1W 1A4,6,2,3,1,French,237113,1
Region 2 - Saint John,Anglophone South School District,2012474,BENOIT CHILDCARE,Home,"20 Leaman Court, Saint John",NB,E2J 1B6,6,1,4,1,English,237007,1
Region 1 - Moncton,Anglophone East School District,2012480,Hands On Learning Center Moncton School Age,Part-time Centre,"2181 Mountain Road, Moncton",NB,E1G 1B6,43,0,0,43,English,236628,0
Region 1 - Moncton,District scolaire francophone Sud,2012515,Once Upon a Time Daycare/Garderie Il était une fois,Full-time Centre,"177 La Vallee Route, Memramcook",NB,E4K 3E5,48,3,23,22,French,236617,1
Region 3 - Fredericton,Anglophone West School District,2012520,YMCA RBC/JDI ASP,Part-time Centre,"570 York Street, Fredericton",NB,E3B 3R2,40,0,0,40,English,155621,0
Region 4 - Bathurst,Anglophone North School District,2012571,Garderie Tic Tac Toe Daycare Inc.,Full-time Centre,"357 Grey Street, Dalhousie",NB,E8C 1W6,37,9,28,0,English,236790,1
Region 1 - Moncton,Anglophone East School District,2012577,Greater Moncton School Of Discovery,Full-time Centre,"135 MacBeath Avenue, Moncton",NB,E1C 6Z8,53,17,36,0,English,236939,1
Region 1 - Moncton,Anglophone East School District,2012578,Greater Moncton School Of Discovery Preschool,Full-time Centre,"135 MacBeath Avenue, Moncton",NB,E1C 6Z8,20,0,20,0,English,236939,1
